id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
75626,e,2.6,b,g,g,f,a,d,g,7.12,4.19,,s,n,,,f,f,,d,a
75627,e,57.0,o,y,y,f,p,,y,7.71,28.3,,k,n,,,f,f,,d,u
75628,p,7.83,f,w,p,f,s,c,p,6.67,10.27,,,p,,,f,f,,d,a
75629,e,1.47,x,s,n,f,a,,w,5.17,1.49,,t,y,,,f,f,,g,u
75630,e,3.54,s,,y,f,f,f,f,5.83,6.4,,,o,,,f,f,,d,a
75631,e,6.12,f,s,n,f,s,c,w,5.15,8.89,b,i,w,,,f,f,,d,a
75632,p,1.62,o,k,n,f,,,n,4.27,1.68,,,n,,,f,f,,d,a
75633,e,6.52,x,,y,f,e,,w,6.88,14.08,b,,y,u,w,t,g,,d,u
75634,e,8.12,p,,n,f,a,,w,8.02,15.9,,,w,,,f,f,,g,u
75635,e,3.24,x,s,w,f,d,d,w,3.41,6.01,,,w,,,f,f,,m,w
75636,e,7.75,f,s,w,f,s,c,w,4.37,24.67,,,w,,,f,f,,m,s
75637,e,4.71,f,s,w,f,e,c,p,4.42,8.03,,,w,,w,t,e,,g,a
75638,e,7.63,f,s,n,f,s,c,w,6.24,9.99,,i,w,,,f,f,,d,a
75639,e,14.72,x,y,n,t,e,,w,10.4,17.83,,,w,,,t,,,d,a
75640,e,10.48,p,i,n,t,e,,p,8.6,16.67,,y,w,,,t,l,,d,a
75641,e,1.28,x,t,y,f,d,,w,5.49,1.61,,t,y,,,f,f,,d,u
75642,p,7.41,x,,g,t,x,,u,8.21,18.79,s,,g,,u,f,f,,d,a
75643,p,3.48,b,y,w,f,e,c,n,4.0,3.48,,k,w,,,t,e,,m,a
75644,p,3.59,b,w,y,f,a,,r,5.19,6.47,,t,r,,,f,f,,g,u
75645,p,7.08,f,d,n,t,d,c,w,5.89,9.04,,,n,,,f,f,,d,a
75646,p,2.49,f,h,y,f,,,n,8.05,3.16,,,y,,,f,f,,g,a
75647,e,7.18,x,t,n,t,p,,y,5.24,16.23,,,n,,w,t,p,,d,a
75648,p,7.31,s,t,p,t,d,c,p,7.66,15.15,,,p,,,t,f,,d,u
75649,p,8.92,s,t,g,t,d,,w,5.28,13.52,,t,r,,,f,f,,d,a
75650,e,1.62,c,g,n,f,a,,g,5.09,1.61,,,g,,,f,f,,d,u
75651,p,13.59,x,,g,f,e,,w,11.62,18.77,,,w,u,w,t,g,,d,u
75652,p,5.17,f,k,y,f,p,,n,3.55,5.63,,k,n,,,t,f,,d,u
75653,p,2.37,b,g,g,f,a,,g,4.7,1.91,,s,n,,,f,f,,d,u
75654,e,6.54,x,d,n,t,p,,y,8.05,16.1,,,y,,,f,f,,d,u
75655,p,7.35,x,i,n,f,a,,n,9.32,12.81,s,,n,,e,f,f,,d,a
75656,p,1.01,x,g,w,f,a,d,w,2.72,1.26,,,n,,,f,f,,l,u
75657,p,1.34,x,g,n,f,d,d,n,1.98,2.51,,s,n,,,f,f,,d,u
75658,e,3.04,b,y,n,f,,c,k,6.12,3.16,,,w,,,f,f,,d,u
75659,p,1.8,f,t,n,f,,,y,6.92,2.83,,,y,,,f,f,,g,a
75660,p,3.52,b,y,w,f,e,c,p,4.59,3.62,,k,w,,,t,e,,d,u
75661,e,13.55,s,,w,t,d,c,p,5.9,26.3,,,w,,,f,f,,d,a
75662,e,5.63,f,y,n,f,e,c,n,4.98,13.01,,,w,,,t,r,,w,u
75663,e,6.88,x,d,n,t,p,,r,5.58,12.26,,,e,,,f,f,,d,u
75664,p,8.31,x,i,y,f,a,c,k,7.84,8.65,,i,n,,k,t,z,k,g,a
75665,p,2.63,x,g,e,f,a,,w,7.15,2.58,,,n,,,f,f,,d,u
75666,p,9.64,s,,y,t,d,,o,4.64,12.51,,,w,,,t,f,,d,a
75667,e,2.87,x,s,n,f,p,,n,3.93,9.06,,,n,,,f,f,,d,u
75668,p,6.41,f,w,p,f,s,c,p,4.92,10.35,,,p,,,f,f,,d,a
75669,p,4.52,x,t,o,f,a,c,y,6.16,7.61,,g,o,,,f,f,,d,a
75670,p,1.06,x,g,w,f,a,d,w,3.12,1.36,,,e,,,f,f,,l,u
75671,p,6.4,s,d,n,t,d,c,n,7.69,8.67,,,n,,,f,f,,d,a
75672,p,7.93,x,,n,t,x,,n,8.28,20.97,s,,n,,u,f,f,,d,a
75673,e,3.17,s,d,p,t,d,c,p,4.25,5.57,,,n,,,f,f,,d,u
75674,p,4.2,b,t,n,f,x,c,p,6.23,5.71,,i,n,,,f,f,,g,a
75675,e,5.92,x,t,n,f,e,,w,12.24,11.25,,s,w,u,w,f,f,,d,u
75676,p,4.99,x,s,y,f,a,c,y,6.19,8.5,,g,o,,,f,f,,g,a
75677,e,3.93,b,g,g,f,a,d,g,5.92,4.22,,s,n,,,f,f,,d,s
75678,p,4.71,f,y,e,f,e,c,n,5.59,3.77,,k,w,,,t,e,,m,a
75679,e,3.27,x,k,n,f,p,,y,3.63,9.93,,,y,,,f,f,,d,u
75680,p,6.82,f,,u,f,s,c,y,5.62,15.95,,y,e,,,f,f,,d,a
75681,p,11.91,s,k,n,f,d,c,y,6.12,24.82,,k,k,,,f,f,,d,a
75682,p,9.09,x,h,r,f,,c,w,11.22,15.03,,,w,a,w,t,g,,d,a
75683,e,5.78,s,,n,f,d,c,w,6.14,7.23,,s,w,,,f,f,,d,u
75684,e,1.15,b,g,g,f,,,g,2.32,1.44,,,w,,,f,f,,d,s
75685,p,2.52,x,g,e,f,a,,w,5.62,2.15,,,w,,,f,f,,d,a
75686,p,6.84,x,i,n,f,a,c,k,7.62,6.86,,i,n,,k,t,z,k,d,u
75687,e,8.95,x,e,l,f,x,c,w,7.69,20.65,,,w,,,f,f,,d,u
75688,e,1.11,x,w,g,f,,d,g,5.28,2.25,,,w,,,f,f,,d,a
75689,p,1.34,x,k,n,f,,,n,3.59,1.33,,,n,,,f,f,,d,u
75690,p,5.57,x,,y,f,s,d,y,6.13,13.78,,i,y,,,f,f,,d,a
75691,e,13.18,s,,w,t,d,c,p,6.19,25.85,,,w,,,f,f,,d,u
75692,p,1.38,x,k,n,f,,,n,3.51,1.43,,,n,,,f,f,,d,s
75693,e,6.83,x,h,y,f,p,,y,7.18,14.62,,,y,,y,t,,,d,a
75694,e,7.55,x,,w,f,e,,w,6.1,14.05,b,,w,u,w,t,g,,d,u
75695,p,5.69,f,d,n,t,d,c,y,6.17,6.73,,,n,,,f,f,,d,u
75696,p,7.17,f,w,p,f,s,c,p,4.01,9.4,,,p,,,f,f,,d,a
75697,p,5.03,s,d,o,f,d,c,y,3.09,6.88,,,y,,,f,f,,h,u
75698,p,3.15,f,s,g,f,d,c,w,3.38,8.7,,,w,,,f,f,,g,u
75699,p,4.62,b,s,y,f,,c,y,8.31,7.06,,,y,u,w,t,z,k,d,a
75700,e,15.11,x,y,n,t,e,,w,9.65,16.45,,,w,,,t,,,g,a
75701,e,6.66,x,,y,f,a,c,w,6.06,14.97,,,g,,,f,f,,d,u
75702,p,3.31,x,t,n,f,s,c,n,4.83,8.72,,,w,,n,t,z,,d,a
75703,e,10.2,s,,u,f,s,c,b,6.92,18.63,,,u,,,f,f,,d,w
75704,e,6.33,x,s,b,f,x,c,w,5.77,9.19,,s,n,,,f,f,,l,w
75705,p,3.89,x,i,e,f,,,e,4.62,4.89,,,e,,,f,f,n,d,a
75706,p,5.9,x,t,e,f,x,,w,11.89,7.48,r,g,n,,,f,f,,d,a
75707,p,4.35,x,d,o,f,a,c,y,5.51,5.41,,g,o,,,f,f,,g,a
75708,e,3.46,x,h,e,f,a,c,o,4.28,6.4,,,e,,,f,f,,m,a
75709,p,2.48,x,g,n,f,a,,p,7.4,2.68,,,n,,,f,f,,d,u
75710,p,1.49,b,h,n,f,a,,n,4.55,1.53,,t,n,,,f,f,,h,a
75711,p,12.32,x,h,w,f,s,,y,7.19,18.06,,i,n,,,f,f,,d,a
75712,p,6.52,s,d,n,t,d,c,w,6.86,8.78,,,n,,,f,f,,d,a
75713,e,5.68,o,,n,f,f,f,f,6.82,21.96,,,n,,,f,f,,d,s
75714,e,8.59,x,t,y,t,x,c,y,7.68,16.84,,,w,,,f,f,,d,a
75715,p,3.73,x,y,y,f,a,,w,6.13,3.63,,y,y,,,t,r,,g,u
75716,e,8.9,f,s,n,f,d,d,w,9.44,15.18,,i,n,,,t,,w,d,w
75717,p,2.42,b,,n,f,a,,g,4.8,2.07,,s,n,,,f,f,,d,a
75718,p,6.61,s,d,n,t,d,c,y,5.88,9.1,,,e,,,f,f,,d,a
75719,p,3.18,x,d,w,f,d,d,p,4.41,2.57,,h,w,,,f,f,,g,a
75720,e,5.9,x,s,b,f,d,c,w,5.81,8.49,,s,n,,,f,f,,l,w
75721,p,9.2,x,e,n,f,a,,n,10.49,14.68,s,,n,,n,f,f,,d,u
75722,p,5.92,x,y,w,t,,,w,7.64,12.87,s,,w,,,t,l,,g,u
75723,p,7.63,x,w,p,f,s,c,p,4.34,8.83,,,p,,,f,f,,d,w
75724,e,1.64,x,s,n,f,a,,w,6.31,2.41,,t,y,,,f,f,,h,a
75725,e,8.81,f,e,b,f,,c,b,4.54,20.57,,,w,,,t,f,,d,a
75726,e,5.87,s,,n,f,d,c,w,5.23,8.01,,s,w,,,f,f,,d,u
75727,p,5.1,x,,w,f,,c,r,3.64,12.21,,,y,,,f,f,,d,a
75728,e,6.56,x,s,n,f,x,c,w,6.7,9.88,,s,n,,,f,f,,l,u
75729,p,0.67,x,,o,f,d,,o,3.95,0.97,,,y,,,f,f,,g,a
75730,e,8.19,x,t,n,f,p,d,y,6.54,12.83,,s,n,,,f,f,,d,a
75731,p,1.03,b,t,y,f,,c,k,3.3,2.48,,,n,,,t,f,,g,u
75732,e,6.73,f,s,n,f,s,c,w,6.06,10.31,b,i,n,,,f,f,,g,a
75733,p,13.4,x,k,n,t,p,,o,9.63,28.65,c,,y,,,f,f,,d,a
75734,p,8.05,f,w,p,f,s,c,p,4.9,10.14,,,p,,,f,f,,d,w
75735,e,6.29,x,s,n,f,x,c,w,6.78,9.62,,s,n,,,f,f,,l,a
75736,p,2.58,c,,u,f,a,c,w,3.93,3.49,,i,u,,,f,f,,p,a
75737,p,1.79,f,t,y,f,,,y,6.9,2.83,,,y,,,f,f,,g,a
75738,p,1.97,p,t,n,f,a,c,n,7.12,2.41,,t,y,,,t,e,,m,a
75739,p,5.75,s,k,n,f,p,,n,3.73,6.17,,k,n,,,t,f,,d,u
75740,p,8.18,f,,w,f,x,c,w,9.4,9.8,r,i,n,,,f,f,,h,u
75741,e,1.39,x,s,y,f,a,,w,5.84,1.76,,t,y,,,f,f,,d,u
75742,p,6.2,x,h,r,f,,c,w,10.53,10.76,,,w,u,w,t,g,,d,a
75743,p,7.0,f,,y,f,x,c,n,6.65,10.26,,,w,,,f,f,,d,u
75744,e,7.68,x,,n,t,,,w,11.35,17.21,b,,w,u,w,t,g,,d,a
75745,p,4.23,x,y,n,f,a,,n,5.47,3.55,,y,y,,,t,r,,g,u
75746,p,2.6,x,g,n,f,a,,p,7.4,2.42,,,n,,,f,f,,d,u
75747,e,6.37,x,e,y,f,x,c,w,8.1,16.1,,,w,,,f,f,,d,u
75748,p,2.87,x,s,o,f,d,,y,2.97,4.7,,,y,,,f,f,,m,u
75749,e,3.18,f,s,w,f,d,d,w,3.93,6.44,,,w,,,f,f,,m,a
75750,p,0.6,x,g,o,f,,,y,3.42,0.77,,,w,,,f,f,,d,u
75751,p,3.05,s,s,g,f,d,c,w,2.5,6.55,,,w,,,f,f,,g,u
75752,p,3.69,x,t,l,f,s,c,n,6.09,7.95,,y,w,,,t,e,u,m,a
75753,p,3.57,x,h,w,f,s,c,n,5.94,7.05,,y,l,,,t,e,u,g,a
75754,e,3.28,b,g,w,f,x,d,w,3.86,2.77,,,y,,,f,f,,g,a
75755,e,7.58,f,s,k,f,a,c,w,4.33,14.51,,,w,,,f,f,,d,a
75756,p,4.69,x,h,n,f,a,c,n,4.88,5.9,,y,n,,,t,z,,d,a
75757,e,3.97,o,l,n,f,f,f,f,6.23,34.0,,,n,,,f,f,,d,w
75758,e,8.53,x,t,n,f,p,d,y,8.02,13.81,,s,n,,,f,f,,g,u
75759,e,10.07,s,,g,f,s,c,p,7.71,18.76,b,,u,,,f,f,,d,a
75760,e,4.07,f,t,n,f,d,,o,4.82,6.14,,t,w,,,f,f,,d,a
75761,p,3.18,x,s,o,f,d,,y,3.63,6.29,,,o,,,f,f,,h,a
75762,e,11.05,x,e,l,f,x,c,w,8.53,25.79,,,w,,,f,f,,d,u
75763,e,6.4,f,h,k,f,s,d,g,5.14,10.16,,s,g,,,f,f,,d,a
75764,p,3.64,f,,u,f,a,,w,3.77,7.76,,,w,,,f,f,,d,u
75765,p,0.71,f,,o,f,d,,o,4.23,0.98,,,y,,,f,f,w,g,u
75766,e,2.93,x,s,w,f,d,d,w,3.03,5.51,,,w,,,f,f,,m,a
75767,p,10.47,x,i,n,f,a,,n,10.46,15.94,s,,n,,n,f,f,,d,a
75768,p,2.69,b,w,p,f,a,,y,4.9,5.51,,t,y,,,f,f,,m,a
75769,e,3.16,x,h,n,f,,c,n,5.39,6.31,,s,w,,w,f,f,k,d,u
75770,e,5.77,x,y,n,f,e,c,w,5.23,9.8,,y,n,,,f,f,,d,u
75771,p,2.06,b,,n,f,a,,g,5.08,1.98,,s,g,,,f,f,,d,u
75772,p,5.46,f,,g,f,d,c,y,5.58,10.7,b,,n,,,f,f,,l,w
75773,e,6.31,s,,n,f,d,c,w,5.27,8.43,,s,w,,,f,f,,l,u
75774,p,4.53,x,s,o,f,a,c,y,6.2,8.28,,g,o,,,f,f,,g,u
75775,p,2.55,x,g,e,f,a,,w,6.66,2.56,,,n,,,f,f,,d,u
75776,p,10.57,x,t,n,f,a,d,w,10.75,28.6,,,w,,,f,f,,d,a
75777,p,7.61,s,t,p,t,d,c,p,7.5,12.11,,,p,,,t,f,,d,a
75778,p,12.71,x,h,n,t,p,,o,8.54,28.92,c,,y,,,f,f,,d,a
75779,e,12.26,s,,w,t,d,c,w,6.06,25.54,,,w,,,f,f,,d,a
75780,p,7.35,s,d,e,t,d,c,w,6.43,9.93,,,e,,,f,f,,d,a
75781,p,3.72,f,t,n,f,x,c,p,6.36,4.47,,i,g,,,f,f,,g,u
75782,e,8.44,o,,n,f,,,w,4.41,22.49,,,n,,,f,f,,d,a
75783,p,2.24,b,g,o,f,,c,n,6.4,2.62,,,n,,,f,f,,g,a
75784,p,6.63,x,e,e,f,a,,w,9.0,10.62,,,e,,w,t,z,,d,a
75785,p,1.67,b,h,n,f,a,,n,4.4,1.51,,t,n,,,f,f,,g,w
75786,e,4.45,x,t,n,f,p,,n,5.18,12.42,,,n,,,f,f,,d,u
75787,p,6.96,x,w,p,f,s,c,p,4.42,9.77,,,p,,,f,f,,d,w
75788,e,10.15,f,e,b,f,,c,b,4.66,19.15,,,w,,,t,f,,d,a
75789,p,8.05,s,t,g,t,d,,g,4.62,13.19,,t,r,,,f,f,,d,u
75790,p,8.22,s,t,y,f,x,c,y,5.56,16.06,,,y,,,f,f,,d,a
75791,e,17.58,s,e,n,f,d,c,w,9.37,27.15,s,,w,,,f,f,,d,w
75792,e,1.65,c,g,n,f,a,,w,5.33,1.59,,,g,,,f,f,,l,a
75793,p,4.78,x,h,y,f,a,c,y,5.24,7.38,,g,o,,,f,f,,g,a
75794,p,8.25,x,,w,f,x,c,w,10.61,14.68,r,i,w,,,f,f,,h,u
75795,e,2.8,f,y,n,f,a,d,p,8.02,4.37,,i,n,,,f,f,,l,a
75796,e,8.16,x,t,y,f,p,,y,9.49,16.3,,,y,,y,t,,,d,a
75797,p,6.19,x,t,n,f,a,c,y,6.29,6.68,,i,y,,,t,,,d,u
75798,e,11.98,s,t,p,t,d,c,o,5.83,17.89,,,w,,,f,f,,d,u
75799,p,9.2,x,,n,f,p,,p,9.25,26.95,,,n,,,f,f,w,d,u
75800,p,3.09,x,d,w,f,d,d,w,3.67,2.64,,h,w,,,f,f,,g,u
75801,p,4.33,o,,w,f,f,f,f,5.89,32.11,,g,w,,,t,f,,p,u
75802,p,0.93,b,t,n,f,,c,k,3.91,2.61,,,n,,,t,f,,m,u
75803,p,1.45,b,h,n,f,a,,n,4.48,1.47,,t,n,,,f,f,,h,u
75804,p,5.73,c,i,y,f,,c,g,7.04,8.06,,,w,,,f,f,,d,u
75805,p,7.52,f,w,p,f,s,c,p,4.53,10.16,,,p,,,f,f,,d,a
75806,p,2.29,p,t,n,f,a,c,g,7.66,2.64,,t,y,,,t,e,,m,a
75807,p,6.83,b,t,w,f,e,c,w,12.0,12.3,,y,w,u,w,t,e,,d,a
75808,e,8.3,x,e,y,f,x,c,w,6.65,18.42,,,w,,,f,f,,d,u
75809,p,3.52,f,l,e,f,x,d,e,5.24,4.86,,,n,,,f,f,,l,u
75810,e,11.29,x,t,n,t,p,,y,7.28,22.95,,,n,,,f,f,,d,u
75811,p,2.74,o,,k,f,f,f,f,3.02,14.32,,g,n,,,f,f,,d,u
75812,p,10.7,x,t,n,f,a,d,w,11.08,32.22,,,w,,,f,f,,d,u
75813,p,9.57,f,t,n,t,d,c,n,5.98,14.26,,,n,,,f,f,,d,a
75814,p,6.32,x,e,e,f,a,,y,8.16,10.11,,,e,,w,t,z,,d,a
75815,p,6.74,x,d,n,t,d,c,n,8.16,10.34,,,n,,,f,f,,d,u
75816,p,2.48,b,,n,f,a,,n,9.4,2.36,,,g,,w,f,f,k,g,u
75817,e,6.18,x,l,w,f,d,,w,3.5,8.41,,,w,,,f,f,,d,u
75818,p,8.46,f,y,e,f,s,c,y,6.9,15.75,,y,u,,,f,f,,d,a
75819,e,4.09,s,,y,f,f,f,f,6.97,8.19,,,y,,,f,f,,d,a
75820,p,8.01,x,y,w,t,,,g,7.97,13.3,s,,w,,,t,l,,g,a
75821,e,5.52,f,h,n,f,a,d,y,7.27,5.9,,s,o,,,f,f,,d,a
75822,p,0.73,f,,o,f,d,,o,4.73,1.11,,,o,,,f,f,w,g,a
75823,e,4.7,x,,n,f,x,c,g,7.01,4.26,,,w,,,f,f,,d,u
75824,p,4.6,x,t,o,f,a,c,y,5.71,6.89,,g,o,,,f,f,,g,w
75825,p,5.63,x,i,y,f,a,c,k,7.15,7.75,,i,n,,k,t,z,k,g,u
75826,e,6.66,s,,n,f,d,c,w,4.61,7.7,,s,w,,,f,f,,h,u
75827,e,7.0,s,,n,f,d,c,w,6.36,8.85,,s,w,,,f,f,,h,a
75828,p,1.65,x,,n,f,,,k,5.16,2.64,,s,n,,,f,f,k,g,u
75829,e,6.41,x,y,n,f,e,c,w,6.18,10.11,,y,n,,,f,f,,d,a
75830,p,3.82,b,s,y,f,,c,k,9.81,5.81,,,y,u,w,t,z,r,d,w
75831,e,10.96,x,,n,t,,,w,12.48,20.89,b,,w,u,w,t,g,,d,u
75832,p,6.73,p,,n,f,p,,w,8.16,22.89,c,,n,,,f,f,p,d,u
75833,p,3.19,f,w,o,t,d,c,n,3.63,6.7,,,n,,,f,f,,d,u
75834,e,10.85,p,y,w,f,e,c,p,17.46,11.97,,s,w,,,t,e,,g,w
75835,p,1.46,x,g,n,f,d,d,n,1.99,2.51,,s,n,,,f,f,,h,u
75836,p,4.04,f,t,n,f,x,c,p,5.93,4.15,,i,g,,,f,f,,d,a
75837,p,3.14,x,t,n,f,a,c,n,4.19,5.81,,y,o,,,t,z,,d,a
75838,p,4.5,c,i,y,f,,c,r,6.41,7.94,,,w,,,f,f,,d,u
75839,p,10.97,x,e,n,t,p,,o,9.1,32.13,,,e,,,f,f,,d,u
75840,e,3.46,x,t,o,f,p,,n,4.46,10.45,,,o,,,f,f,,d,a
75841,p,2.42,x,g,n,f,a,,w,7.46,2.63,,,n,,,f,f,,d,a
75842,e,3.47,f,h,n,f,,c,k,5.55,6.43,,s,w,,w,f,f,k,d,u
75843,e,1.24,b,g,w,f,,,g,3.61,1.69,,,w,,,f,f,,d,s
75844,p,3.34,f,y,p,f,e,c,w,4.15,3.38,,k,w,,,t,e,,d,u
75845,p,6.81,s,d,e,t,d,c,w,6.74,9.27,,,e,,,f,f,,d,a
75846,p,2.88,f,w,u,f,a,c,u,5.01,5.05,,s,u,,,f,f,,l,u
75847,p,3.54,x,t,n,f,s,c,n,5.52,8.48,,,w,,n,t,z,,d,a
75848,p,5.62,x,y,w,t,,,p,8.38,12.9,s,,w,,,t,l,,g,a
75849,e,10.21,f,y,n,f,,,w,6.21,25.09,b,,n,,w,t,e,,d,w
75850,e,7.33,x,,w,f,e,,w,5.57,12.52,b,,y,u,w,t,g,,d,a
75851,p,8.74,o,t,r,f,,c,o,1.52,13.97,,,y,,,f,f,,d,a
75852,e,5.74,x,,n,f,d,c,w,3.23,7.66,,s,w,,,f,f,,h,u
75853,e,1.18,p,g,w,f,,,g,3.5,1.71,,,w,,,f,f,,d,a
75854,p,4.0,b,d,e,f,a,c,o,4.41,6.2,,,y,,,f,f,,d,a
75855,p,13.74,x,s,n,f,s,,y,6.73,17.91,,i,n,,,f,f,,d,a
75856,p,1.71,b,h,n,f,a,,n,4.53,1.44,,t,n,,,f,f,,g,s
75857,p,1.41,x,g,y,f,d,d,n,1.62,2.35,,s,n,,,f,f,,h,a
75858,p,6.34,x,h,e,f,x,,w,11.27,5.99,r,g,n,,,f,f,,d,a
75859,e,5.6,x,,w,f,e,,w,5.93,11.73,b,,w,u,y,t,g,,d,u
75860,p,6.62,x,,y,f,s,d,y,5.54,13.29,,i,y,,,f,f,,d,a
75861,e,12.68,s,,w,t,d,c,p,5.6,27.54,,,w,,,f,f,,d,u
75862,p,7.94,x,h,e,f,x,d,w,6.24,17.41,b,,w,,,f,f,,d,a
75863,p,1.14,x,g,w,f,a,d,w,3.41,1.48,,,e,,,f,f,,d,u
75864,p,7.06,x,,n,t,x,,u,9.13,20.71,s,,u,,u,f,f,,d,a
75865,p,2.04,p,t,n,f,a,c,n,7.34,2.59,,t,y,,,t,e,,m,u
75866,p,8.8,x,e,n,f,a,,n,8.49,13.9,s,,n,,e,f,f,,h,a
75867,p,9.46,x,,w,f,x,c,w,11.11,12.1,r,i,w,,,f,f,,d,a
75868,p,15.65,x,e,n,t,p,,y,10.16,32.66,c,,y,,,f,f,,d,a
75869,p,1.66,p,t,n,f,a,c,g,6.94,2.58,,t,y,,,t,e,,m,u
75870,e,6.87,f,d,w,f,s,c,w,6.21,28.0,,,w,,,f,f,,d,a
75871,p,11.58,s,t,n,t,d,c,n,5.44,13.21,,,n,,,f,f,,d,a
75872,e,5.92,p,s,w,f,e,c,n,4.88,12.13,,,w,,w,t,e,,g,u
75873,e,7.15,f,,n,f,x,c,w,7.0,8.71,,s,w,,,f,f,,d,a
75874,p,3.2,x,y,y,f,a,,w,5.38,3.48,,y,n,,,t,r,,g,u
75875,e,3.17,b,y,n,f,,c,n,5.05,2.64,,,w,,,f,f,,d,s
75876,e,4.63,x,t,o,f,d,,o,6.42,8.65,,t,w,,,f,f,,d,a
75877,e,1.58,c,g,n,f,a,,g,5.01,1.61,,,g,,,f,f,,d,u
75878,p,1.91,f,i,l,f,a,,w,3.68,2.33,,,w,,,f,f,p,g,a
75879,e,9.67,p,y,n,t,e,,p,9.26,17.22,,y,w,,,t,l,,d,a
75880,p,8.71,x,i,n,f,a,,n,10.86,14.44,s,,n,,n,f,f,,d,a
75881,e,12.21,f,,b,f,d,c,y,2.56,15.18,,,w,,,f,f,,d,u
75882,p,2.56,x,i,k,f,a,,p,4.55,2.43,,,w,,,f,f,p,g,u
75883,e,6.46,s,,n,f,d,c,w,5.84,8.18,,s,w,,,f,f,,h,u
75884,p,6.54,o,t,o,f,,c,y,1.19,12.86,,,y,,,f,f,,d,a
75885,p,5.32,s,d,o,f,d,c,y,2.98,6.06,,,y,,,f,f,,h,a
75886,e,1.86,b,g,n,f,a,d,g,5.56,3.26,,s,n,,,f,f,,d,u
75887,e,7.08,x,h,y,t,x,c,y,7.65,13.91,,,w,,,f,f,,d,a
75888,p,10.96,x,e,y,t,p,,e,8.6,22.79,,,e,,,f,f,,d,a
75889,p,13.23,x,s,n,f,s,,n,6.73,16.38,,i,n,,,f,f,,d,a
75890,e,3.58,f,s,w,f,d,d,w,3.38,6.21,,,w,,,f,f,,m,w
75891,e,9.15,o,,n,f,,,w,5.23,26.59,,,n,,,f,f,,d,u
75892,e,6.24,x,h,n,f,x,c,n,5.24,5.71,,s,n,,,t,r,,d,s
75893,e,1.6,c,g,n,f,a,,g,5.54,1.72,,,g,,,f,f,,l,u
75894,p,14.15,x,k,n,t,p,,e,9.17,27.51,c,,y,,,f,f,,d,a
75895,p,7.64,p,y,n,f,,,p,15.55,17.56,,,w,,,f,f,,d,a
75896,e,7.27,x,y,n,f,e,c,p,4.67,9.83,,y,n,,,f,f,,d,u
75897,e,4.53,x,,n,f,x,c,n,7.88,8.19,b,,w,,w,t,,,d,u
75898,p,3.93,b,d,e,f,a,,r,5.57,6.61,,t,r,,,f,f,,d,u
75899,e,5.72,f,,b,f,d,c,w,2.53,12.11,,,g,,,f,f,,d,a
75900,p,12.14,x,e,n,t,p,,y,7.96,24.42,c,,y,,,f,f,,d,a
75901,p,3.61,b,h,n,f,,,k,7.6,5.57,,,w,,,t,,k,g,w
75902,e,6.02,f,s,n,f,s,c,w,5.64,9.81,b,i,w,,,f,f,,g,a
75903,p,5.28,b,s,o,f,e,,y,7.03,7.71,,,k,,,f,f,,m,a
75904,e,8.57,x,h,n,t,p,,n,7.47,17.75,,,n,,w,t,p,,d,u
75905,e,7.18,x,h,n,f,p,d,y,6.09,10.77,,s,n,,,f,f,,h,a
75906,p,17.93,x,d,o,f,p,,n,17.89,35.65,s,y,w,,,f,f,,d,w
75907,p,6.18,x,,n,f,d,c,y,5.75,10.65,b,,n,,,f,f,,l,w
75908,p,5.57,x,,y,f,s,d,y,6.26,15.37,,i,y,,,f,f,,d,a
75909,p,5.4,b,s,k,f,e,,g,7.29,8.2,,,y,,,f,f,,g,a
75910,e,1.04,c,g,e,t,a,,w,5.21,0.96,,,n,,,f,f,,h,u
75911,p,3.49,x,y,y,f,a,,w,5.18,3.48,,y,y,,,t,r,,d,u
75912,p,3.65,b,t,n,f,a,c,p,6.61,5.03,,i,n,,,f,f,,d,u
75913,e,11.36,x,y,y,f,,,w,7.87,26.22,b,,n,,w,t,e,,d,w
75914,e,15.97,s,e,n,f,a,c,w,9.51,26.89,s,,w,,,f,f,,d,w
75915,e,9.67,x,h,y,f,p,,y,7.28,14.85,,,y,,y,t,,,d,u
75916,p,7.86,o,k,n,f,,c,o,1.38,14.57,,,y,,,f,f,,d,w
75917,p,7.45,x,w,p,f,s,c,p,4.9,10.35,,,p,,,f,f,,d,w
75918,e,9.58,x,t,n,t,p,,y,7.82,17.93,,,n,,w,t,p,,d,a
75919,p,6.45,c,e,y,t,x,c,p,6.61,11.89,,,w,,,f,f,,d,u
75920,p,3.34,s,s,w,f,d,c,w,3.43,6.55,,,w,,,f,f,,g,a
75921,e,8.83,s,t,p,t,d,c,o,5.99,17.71,,,w,,,f,f,,d,u
75922,p,4.32,x,h,y,f,a,c,y,6.26,7.2,,g,o,,,f,f,,g,u
75923,e,7.79,p,,n,f,a,,w,6.91,12.72,,,g,,,f,f,,d,u
75924,e,3.49,f,y,n,f,a,d,p,6.46,3.37,,i,n,,,f,f,,h,a
75925,p,12.04,x,s,y,f,s,,p,7.46,17.12,,i,n,,,f,f,,d,a
75926,p,3.15,x,s,w,f,d,c,w,3.22,7.75,,,w,,,f,f,,g,u
